Homologs_list	parentB-like content	hybrid content	parentA-like content
YOR160W; XP_018219376.1	XP_018219376.1		YOR160W
YOR151C; XP_018219367.1	XP_018219367.1		YOR151C
YOR150W; XP_018219366.1	XP_018219366.1		YOR150W
YOR149C; XP_018219365.1	XP_018219365.1		YOR149C
YOR147W; XP_018219363.1	XP_018219363.1		YOR147W
YOR145C; XP_018219362.1	XP_018219362.1		YOR145C
YOR142W; XP_018219359.1	XP_018219359.1		YOR142W
YOR141C; XP_018219358.1	XP_018219358.1		YOR141C
YOR132W; XP_018219351.1	XP_018219351.1		YOR132W
YOR130C; XP_018219349.1	XP_018219349.1		YOR130C
YOR128C; XP_018219347.1	XP_018219347.1		YOR128C
YOR127W; XP_018219346.1	XP_018219346.1		YOR127W
YOR125C; XP_018219344.1	XP_018219344.1		YOR125C
YOR124C; XP_018219343.1	XP_018219343.1		YOR124C
YOR119C; XP_018219339.1	XP_018219339.1		YOR119C
YOR117W; XP_018219337.1	XP_018219337.1		YOR117W
YOR116C; XP_018219336.1	XP_018219336.1		YOR116C
YOR114W; XP_018219334.1	XP_018219334.1		YOR114W
YOR113W; XP_018219333.1	XP_018219333.1		YOR113W
YOR112W; XP_018219332.1	XP_018219332.1		YOR112W
YOR109W; XP_018219329.1	XP_018219329.1		YOR109W
YOR107W; XP_018219327.1	XP_018219327.1		YOR107W
YOR103C; XP_018219324.1	XP_018219324.1		YOR103C
YOR101W; XP_018219323.1	XP_018219323.1		YOR101W
YOR099W; XP_018219321.1	XP_018219321.1		YOR099W
YOR095C; XP_018219317.1	XP_018219317.1		YOR095C
YOR093C; XP_018219315.1	XP_018219315.1		YOR093C
YOR092W; XP_018219314.1	XP_018219314.1		YOR092W
YOR090C; XP_018219312.1	XP_018219312.1		YOR090C
YOR087W; XP_018219310.1	XP_018219310.1		YOR087W
YOR086C; XP_018219309.1	XP_018219309.1		YOR086C
YOR075W; XP_018219301.1	XP_018219301.1		YOR075W
YOR074C; SPGP0H01130		SPGP0H01130	YOR074C
YOR070C; XP_018219298.1	XP_018219298.1		YOR070C
YOR069W; XP_018219297.1	XP_018219297.1		YOR069W
YOR067C; SPGP0H01090		SPGP0H01090	YOR067C
YOR066W; XP_018219295.1	XP_018219295.1		YOR066W
YOR065W; XP_018219294.1	XP_018219294.1		YOR065W
YOR063W; XP_018219292.1	XP_018219292.1		YOR063W
YOR060C; XP_018219288.1	XP_018219288.1		YOR060C
YOR058C; XP_018219286.1	XP_018219286.1		YOR058C
YOR057W; XP_018219285.1	XP_018219285.1		YOR057W
YOR052C; XP_018219282.1	XP_018219282.1		YOR052C
YOR051C; XP_018219281.1	XP_018219281.1		YOR051C
YOR048C; XP_018219279.1	XP_018219279.1		YOR048C
YOR047C; XP_018219278.1	XP_018219278.1		YOR047C
YOR046C; XP_018219277.1	XP_018219277.1		YOR046C
YOR043W; XP_018219274.1	XP_018219274.1		YOR043W
YOR039W; XP_018219271.1	XP_018219271.1		YOR039W
YOR038C; XP_018219270.1	XP_018219270.1		YOR038C
YOR037W; XP_018219269.1	XP_018219269.1		YOR037W
YOR033C; XP_018219265.1	XP_018219265.1		YOR033C
YOR020C; XP_018219253.1	XP_018219253.1		YOR020C
YOR380W; XP_018219567.1	XP_018219567.1		YOR380W
YOR375C; XP_018219564.1	XP_018219564.1		YOR375C
YOR374W; XP_018219563.1	XP_018219563.1		YOR374W
YOR369C; XP_018219558.1	XP_018219558.1		YOR369C
SPGP0BG00120; YIR039C		SPGP0BG00120	YIR039C
XP_018222187.1; XP_018222086.1	XP_018222187.1; XP_018222086.1		
XP_018220348.1; YMR301C	XP_018220348.1		YMR301C
XP_018220347.1; YMR300C	XP_018220347.1		YMR300C
XP_018220345.1; YMR298W	XP_018220345.1		YMR298W
XP_018220344.1; YMR297W	XP_018220344.1		YMR297W
XP_018220342.1; YMR295C	XP_018220342.1		YMR295C
XP_018220338.1; YMR291W	XP_018220338.1		YMR291W
XP_018220337.1; YMR290C	XP_018220337.1		YMR290C
XP_018220335.1; YMR288W	XP_018220335.1		YMR288W
XP_018220334.1; YMR287C	XP_018220334.1		YMR287C
XP_018220332.1; YMR285C	XP_018220332.1		YMR285C
XP_018220327.1; YMR280C	XP_018220327.1		YMR280C
XP_018220325.1; YMR278W	XP_018220325.1		YMR278W
XP_018220322.1; YMR275C	XP_018220322.1		YMR275C
XP_018220319.1; SPGP0G00400	XP_018220319.1	SPGP0G00400	
XP_018220315.1; YMR269W	XP_018220315.1		YMR269W
XP_018220311.1; YMR265C	XP_018220311.1		YMR265C
XP_018220310.1; YMR264W	XP_018220310.1		YMR264W
XP_018220307.1; YMR261C	XP_018220307.1		YMR261C
XP_018220306.1; YMR260C	XP_018220306.1		YMR260C
XP_018220303.1; YMR257C	XP_018220303.1		YMR257C
XP_018220302.1; YMR256C	XP_018220302.1		YMR256C
XP_018220300.1; YMR253C	XP_018220300.1		YMR253C
XP_018220291.1; YMR243C	XP_018220291.1		YMR243C
XP_018220290.1; YMR242C; XP_018219509.1	XP_018220290.1; XP_018219509.1		YMR242C
XP_018220289.1; YMR241W	XP_018220289.1		YMR241W
XP_018220286.1; YMR238W	XP_018220286.1		YMR238W
XP_018220285.1; YMR237W	XP_018220285.1		YMR237W
XP_018220282.1; YMR234W	XP_018220282.1		YMR234W
XP_018220280.1; YMR232W	XP_018220280.1		YMR232W
XP_018220279.1; YMR231W	XP_018220279.1		YMR231W
XP_018220277.1; YMR229C	XP_018220277.1		YMR229C
XP_018220276.1; YMR228W	XP_018220276.1		YMR228W
XP_018220275.1; YMR227C	XP_018220275.1		YMR227C
XP_018220274.1; YMR226C	XP_018220274.1		YMR226C
XP_018220272.1; YMR224C	XP_018220272.1		YMR224C
XP_018220269.1; YMR221C	XP_018220269.1		YMR221C
XP_018220268.1; YMR220W	XP_018220268.1		YMR220W
XP_018220265.1; YMR217W	XP_018220265.1		YMR217W
XP_018220262.1; YMR214W	XP_018220262.1		YMR214W
XP_018220260.1; YMR212C	XP_018220260.1		YMR212C
XP_018220255.1; YMR207C	XP_018220255.1		YMR207C
XP_018220253.1; YMR205C	XP_018220253.1		YMR205C
XP_018220252.1; YMR204C	XP_018220252.1		YMR204C
XP_018220251.1; YMR203W	XP_018220251.1		YMR203W
XP_018220250.1; YMR202W	XP_018220250.1		YMR202W
XP_018220247.1; YMR199W	XP_018220247.1		YMR199W
XP_018220245.1; YMR197C	XP_018220245.1		YMR197C
XP_018220244.1; YMR196W	XP_018220244.1		YMR196W
XP_018220239.1; YMR192W	XP_018220239.1		YMR192W
XP_018220237.1; YMR190C	XP_018220237.1		YMR190C
XP_018220236.1; YMR189W	XP_018220236.1		YMR189W
XP_018220234.1; YMR187C	XP_018220234.1		YMR187C
XP_018220232.1; YMR185W	XP_018220232.1		YMR185W
XP_018220228.1; YMR181C	XP_018220228.1		YMR181C
XP_018220224.1; YMR177W	XP_018220224.1		YMR177W
XP_018220223.1; YMR176W	XP_018220223.1		YMR176W
XP_018220219.1; YMR171C	XP_018220219.1		YMR171C
XP_018220214.1; YMR166C	XP_018220214.1		YMR166C
XP_018220213.1; YMR165C	XP_018220213.1		YMR165C
XP_018220211.1; YMR162C	XP_018220211.1		YMR162C
XP_018220210.1; YMR161W	XP_018220210.1		YMR161W
XP_018220203.1; YMR153W	XP_018220203.1		YMR153W
XP_018220197.1; YMR146C	XP_018220197.1		YMR146C
XP_018220196.1; YMR145C	XP_018220196.1		YMR145C
XP_018220195.1; YMR144W	XP_018220195.1		YMR144W
XP_018220193.1; YMR139W	XP_018220193.1		YMR139W
XP_018220186.1; YMR131C	XP_018220186.1		YMR131C
XP_018220184.1; YMR129W	XP_018220184.1		YMR129W
XP_018220183.1; YMR128W	XP_018220183.1		YMR128W
XP_018220182.1; YMR127C	XP_018220182.1		YMR127C
XP_018220180.1; YMR125W	XP_018220180.1		YMR125W
XP_018220179.1; YMR124W	XP_018220179.1		YMR124W
XP_018220175.1; YMR120C	XP_018220175.1		YMR120C
SPGP0F01950; YMR115W		SPGP0F01950	YMR115W
XP_018220170.1; YMR114C	XP_018220170.1		YMR114C
XP_018220169.1; YMR113W	XP_018220169.1		YMR113W
XP_018220167.1; YMR111C	XP_018220167.1		YMR111C
XP_018220164.1; YMR108W	XP_018220164.1		YMR108W
XP_018220159.1; YMR102C	XP_018220159.1		YMR102C
XP_018220158.1; YMR101C	XP_018220158.1		YMR101C
XP_018220156.1; YMR099C	XP_018220156.1		YMR099C
XP_018220155.1; YMR098C	XP_018220155.1		YMR098C
XP_018220153.1; YMR096W	XP_018220153.1		YMR096W
XP_018220150.1; YMR093W	XP_018220150.1		YMR093W
XP_018220146.1; YMR089C	XP_018220146.1		YMR089C
XP_018220145.1; YMR088C	XP_018220145.1		YMR088C
XP_018220143.1; YMR086W	XP_018220143.1		YMR086W
XP_018220142.1; YMR085W	XP_018220142.1		YMR085W
XP_018220141.1; YMR083W	XP_018220141.1		YMR083W
XP_018220139.1; YMR080C	XP_018220139.1		YMR080C
XP_018220135.1; YMR076C	XP_018220135.1		YMR076C
XP_018220130.1; YMR071C	XP_018220130.1		YMR071C
XP_018220127.1; YMR068W	XP_018220127.1		YMR068W
XP_018220124.1; YMR065W	XP_018220124.1		YMR065W
XP_018220122.1; YMR063W	XP_018220122.1		YMR063W
XP_018220120.1; YMR061W	XP_018220120.1		YMR061W
XP_018220117.1; YMR058W	XP_018220117.1		YMR058W
XP_018220116.1; YMR056C	XP_018220116.1		YMR056C
XP_018220114.1; YMR054W	XP_018220114.1		YMR054W
XP_018220113.1; YMR053C	XP_018220113.1		YMR053C
XP_018220107.1; YMR047C	XP_018220107.1		YMR047C
XP_018220102.1; YMR040W	XP_018220102.1		YMR040W
XP_018220098.1; YMR036C	XP_018220098.1		YMR036C
XP_018220096.1; YMR034C	XP_018220096.1		YMR034C
XP_018220094.1; YMR032W	XP_018220094.1		YMR032W
XP_018220092.1; YMR030W	XP_018220092.1		YMR030W
XP_018220089.1; YMR027W	XP_018220089.1		YMR027W
XP_018220086.1; YMR024W	XP_018220086.1		YMR024W
XP_018220083.1; YMR021C	XP_018220083.1		YMR021C
XP_018220082.1; YMR020W	XP_018220082.1		YMR020W
XP_018220077.1; YMR015C	XP_018220077.1		YMR015C
XP_018220076.1; YMR014W	XP_018220076.1		YMR014W
XP_018220075.1; YMR013C	XP_018220075.1		YMR013C
XP_018220074.1; YMR012W	XP_018220074.1		YMR012W
XP_018220073.1; YMR010W	XP_018220073.1		YMR010W
XP_018220068.1; YMR004W	XP_018220068.1		YMR004W
XP_018220066.1; YMR002W	XP_018220066.1		YMR002W
XP_018220065.1; YMR001C	XP_018220065.1		YMR001C
XP_018220064.1; YML001W	XP_018220064.1		YML001W
XP_018220063.1; YML002W	XP_018220063.1		YML002W
XP_018220062.1; YML004C	XP_018220062.1		YML004C
XP_018220061.1; YML005W	XP_018220061.1		YML005W
XP_018220060.1; YML006C	XP_018220060.1		YML006C
XP_018220059.1; YML007W	XP_018220059.1		YML007W
XP_018220058.1; YML008C	XP_018220058.1		YML008C
XP_018220057.1; YML009C	XP_018220057.1		YML009C
XP_018220056.1; YML010W	XP_018220056.1		YML010W
XP_018220050.1; YML016C	XP_018220050.1		YML016C
XP_018220049.1; YML017W	XP_018220049.1		YML017W
XP_018220046.1; YML020W	XP_018220046.1		YML020W
XP_018220045.1; YML021C	XP_018220045.1		YML021C
XP_018220041.1; YML025C	XP_018220041.1		YML025C
XP_018220038.1; YML028W	XP_018220038.1		YML028W
XP_018220035.1; YML031W	XP_018220035.1		YML031W
XP_018220034.1; YML032C	XP_018220034.1		YML032C
XP_018220032.1; YML035C	XP_018220032.1		YML035C
XP_018220029.1; YML038C	XP_018220029.1		YML038C
XP_018220028.1; YML041C	XP_018220028.1		YML041C
XP_018220027.1; YML042W	XP_018220027.1		YML042W
XP_018220023.1; YML048W	XP_018220023.1		YML048W
XP_018220020.1; YML051W	XP_018220020.1		YML051W
XP_018220019.1; YML052W	XP_018220019.1		YML052W
XP_018220018.1; YML053C	XP_018220018.1		YML053C
SPGP0F03540; SPGP0G03490		SPGP0F03540; SPGP0G03490	
XP_018220015.1; YML057W	XP_018220015.1		YML057W
XP_018220013.1; YML058W-A	XP_018220013.1		YML058W-A
XP_018220012.1; YML059C	XP_018220012.1		YML059C
XP_018220010.1; YML061C	XP_018220010.1		YML061C
XP_018220007.1; YML064C	XP_018220007.1		YML064C
XP_018219999.1; YML072C	XP_018219999.1		YML072C
XP_018219996.1; YML074C	XP_018219996.1		YML074C
XP_018219993.1; YML077W	XP_018219993.1		YML077W
SPGP0F03780; YML078W		SPGP0F03780	YML078W
XP_018219991.1; YML080W	XP_018219991.1		YML080W
XP_018219988.1; YML082W	XP_018219988.1		YML082W
XP_018219987.1; YML083C	XP_018219987.1		YML083C
XP_018219986.1; YML085C; XP_018219950.1; YML124C	XP_018219986.1; XP_018219950.1		YML085C; YML124C
XP_018219984.1; YML087C	XP_018219984.1		YML087C
XP_018219982.1; YML091C	XP_018219982.1		YML091C
XP_018219981.1; YML092C	XP_018219981.1		YML092C
XP_018219980.1; YML093W	XP_018219980.1		YML093W
XP_018219979.1; YML094W	XP_018219979.1		YML094W
XP_018219975.1; YML098W	XP_018219975.1		YML098W
XP_018219974.1; YML099C	XP_018219974.1		YML099C
XP_018219970.1; YML103C	XP_018219970.1		YML103C
XP_018219968.1; YML105C	XP_018219968.1		YML105C
XP_018219967.1; YML106W	XP_018219967.1		YML106W
XP_018219965.1; YML108W	XP_018219965.1		YML108W
XP_018219964.1; YML109W	XP_018219964.1		YML109W
XP_018219962.1; YML111W	XP_018219962.1		YML111W
XP_018219958.1; YML115C	XP_018219958.1		YML115C
XP_018219957.1; YML116W	XP_018219957.1		YML116W
XP_018219956.1; YML117W	XP_018219956.1		YML117W
XP_018219955.1; YML118W	XP_018219955.1		YML118W
XP_018219953.1; YML120C	XP_018219953.1		YML120C
XP_018219952.1; YML121W	XP_018219952.1		YML121W
XP_018219951.1; YML123C	XP_018219951.1		YML123C
XP_018219948.1; YML126C	XP_018219948.1		YML126C
XP_018219947.1; YML127W	XP_018219947.1		YML127W
XP_018219946.1; YML128C	XP_018219946.1		YML128C
XP_018219944.1; YML129C	XP_018219944.1		YML129C
YIR021W; SPGP0BU00100		SPGP0BU00100	YIR021W
SPGP0BT00110; SPGP0BU00120		SPGP0BT00110; SPGP0BU00120	
